client_cd,order_cd,pro_seq,pro_status_cd
4258,512408,3,10-204-205-11-39-40-3-4
4258,512408,4,10-204-205-11-39-40-3-4
4258,512408,5,10-204-205-11-39-40-3-4
4258,512408,6,10-204-205-11-39-40-3-4
4258,512408,7,10-204-205-11-39-40-3-4
4258,512553,1,39-40-10-200-201-11
4258,512755,1,3-4-10-204-205-11-39-40
4258,513072,1,10-202-203-11-39-40
4258,513099,1,10-202-203-11-39-40
4270,501994,1,39-40-3-4-10-204-205-11
4270,501995,1,39-40-3-4-10-204-205-11
4272,201981,1,39-40-3-4-10-202-203-11
4302,507627,1,3-4-39-40-10-202-203-11
4302,507628,1,3-4-10-202-203-11-39-40
4302,507751,1,10-200-201-11-39-40
4302,507771,1,3-4-10-204-205-11-39-40
4302,507771,2,3-4-10-204-205-11-39-40
4302,507771,3,3-4-10-204-205-11-39-40
4302,507771,4,3-4-10-204-205-11-39-40
4302,507771,5,3-4-10-204-205-11-39-40
4302,507774,1,39-40-10-202-203-11
4302,507805,1,12-430-13-431-39-40-3-10-202-203-11
4302,507806,1,10-202-203-11-12-430-13-431-39-40-3-4-5-6
4302,507818,1,12-430-13-431-39-40-11-3-10-202-203
4302,507840,1,3-4-5-6-10-202-203-11-39-40
4302,507849,1,3-4-5-6-10-202-12-430-13-431-39-40-11-203
4302,507851,1,39-40-12-430-13-431-3-4-5-6-10-202-203-11
4302,507853,1,39-40-12-430-13-431-10-200-201-11
4302,507860,1,10-200-11-201-39-40
4302,507866,1,39-40-10-202-203-11-12-430-13-431
4302,507880,1,39-40-12-430-13-431-3-10-202-203-11
4302,507891,1,10-202-11-203-39-40
4309,524205,1,11-39-40-3-4-10-202-203
4309,524212,1,3-4-10-202-11-203-39-40
4309,524383,1,39-40-10-202-203-11
4309,524573,1,39-40-10-202-11-203-3-4-12-430-13-431
4309,524717,1,3-4-10-202-203-11-39-40
4309,524763,1,10-200-201-11-39-40
4309,524764,1,10-200-201-11-39-40
4309,524783,1,10-200-201-11-39-40
4309,524845,1,39-40-10-200-201-11
4318,535939,1,3-4-10-202-11-203-39-40
4318,536604,1,10-202-203-11-39-40-3-4
4318,536612,1,10-202-203-11-39-40
4318,536616,1,39-40-3-4-10-202-203-11
4318,536918,1,39-40-3-4-5-6-10-202-11-203
4355,505820,1,39-40-3-4-10-202-203-11
4357,673163,1,39-40-3-4-5-6-10-202-203-11-12-430-13-431
4357,673164,1,12-430-13-431-39-40-3-4-5-6-10-202-203-11
4357,674872,1,39-40-3-4-10-204-205-11
4357,674914,1,39-40-3-4-5-6-10-202-11-203
4357,674915,1,11-203-10-202-39-40-3-4-5-6
4357,675257,1,39-40-3-4-5-6-10-202-203-11-12-13-430-431
4357,675258,1,3-4-5-6-10-202-39-40-203-11
4357,675275,1,3-4-10-202-203-11-39-40
4357,675449,1,3-4-39-40-11
4357,675606,1,3-4-5-6-10-202-203-11-39-40
4357,679017,1,201-11-10-200-12-480-13-481-39-40
4357,680199,1,39-40-10-202-203-11
4914,523098,1,10-202-203-11-39-40-3-4
4914,523116,1,10-202-203-11-39-40-3-4
4914,523120,1,39-40-3-4-10-202-11-203
4914,523178,1,39-40-3-4-10-202-203-11
4914,523186,1,3-10-202-203-11-39-40
4914,523241,1,3-10-202-203-11-39-40
4914,523306,1,3-4-10-202-203-11-39-40
4914,523313,1,3-4-5-6-10-202-203-11-12-480-13-481-39-40
4914,523315,1,3-4-10-202-203-11-39-40
4914,523326,1,3-4-10-202-11-203-39-40
4914,523327,1,3-4-10-202-203-11-39-40
4914,523362,1,3-4-10-202-11-203-39-40
4914,523366,1,10-202-203-11-39-40-3-4
4914,523630,1,3-4-10-202-11-203-39-40
4914,523637,1,3-4-5-10-202-203-11-12-480-13-481-39-40
4914,523639,1,39-40-10-202-11-203-3-4
4914,523710,1,11-39-40-10-200-201
4914,523714,1,11-39-40-10-200-201
4914,524326,1,10-202-203-11-3-4-39-40
4914,524433,1,3-10-202-203-11-39-40
4914,524454,1,3-4-10-202-11-203-39-40
4914,524723,1,3-4-10-202-11-203-39-40
4914,524746,1,3-4-10-202-11-203-39-40
4914,524748,1,3-10-202-11-203-39-40
4914,524779,1,3-4-10-202-203-11-39-40
4914,524780,1,10-200-201-11-39-40
4914,524785,1,3-4-10-202-203-11-39-40
4914,524908,1,39-40-10-200-201-11
4914,525096,1,39-40-3-4-10-202-203-11
4914,525160,1,39-40-10-202-11-203
4914,525225,1,3-4-10-202-203-11-39-40
4914,525244,1,3-4-10-202-11-203-39-40
4914,525455,1,3-4-5-6-12-13-430-431-39-40-10-202-203-11
4914,525456,1,3-4-5-6-10-202-203-12-430-13-431-39-40-11
4914,525466,1,39-40-3-4-10-202-11-203
4914,525648,1,39-40-11-3-4-10-202-203
4930,509001,1,3-4-10-202-203-11-39-40
4930,509007,1,3-4-10-202-203-11-39-40
4930,509009,1,10-202-11-203-5-6-39-40-3-4
4930,509011,1,39-40-10-200-11-201
5056,532750,1,3-4-10-202-203-11-39-40
5062,504891,1,39-40-10-200-11-201
5062,504939,1,39-40-3-4-5-6-10-202-11-203
5062,504945,1,12-430-13-431-39-40-3-4-5-10-202-11-203
5111,7074,1,3-4-10-202-203-11-39-40
5111,7075,1,3-4-10-202-11-203-39-40
5111,7080,1,3-4-10-202-203-11-39-40
5111,7081,1,3-4-10-202-203-11-39-40
5126,229646,1,10-202-11-203-39-40
5131,12044,1,11-203-12-506-13-507-39-40-10-202-3-4-5-6
5131,12068,1,39-40-10-200-201-11
5148,504666,1,11-12-310-13-311-39-40-10-200-201
5220,25088,1,39-40-3-4-10-202-203-11
5220,25089,1,3-4-10-202-203-11-39-40
5220,25425,1,12-430-13-431-39-40-3-4-5-6-10-202-203-11
5248,1177,1,10-202-11-203-39-40
5248,1186,1,3-4-10-202-203-11-39-40
5259,11354,1,3-4-10-202-203-11-39-40
5259,11354,2,3-4-10-202-203-11-39-40
5259,11355,1,203-11-39-40-10-202-3-4
5303,503607,1,39-40-3-12-430-13-431-4-5-6-10-202-203-11
5303,503697,1,10-200-201-11-39-40
5309,505131,1,11-39-40-3-4-5-6-12-430-13-431-10-202-203
5309,505131,2,11-203-39-40-3-4-5-6-12-430-13-431-10-202
5314,10854,1,10-200-39-40-201-11
5318,1901,1,39-40-3-4-10-202-11-203
5351,505170,1,10-202-203-11-39-40-3-4-5-6
5351,505182,1,3-4-5-6-39-40-10-202-11-203
5351,505183,1,3-4-5-39-40-6-10-202-11-203
5351,505184,1,3-4-39-40-5-6-10-202-11-203
5355,503101,1,3-4-10-202-203-39-40-11
5490,1718,1,3-4-10-202-11-203-39-40
5504,2705,1,10-200-201-11-39-40
5504,2706,1,10-200-201-39-40-11
5504,2734,1,10-200-201-39-40-11
5528,203270,1,10-202-203-11-39-40
5591,505180,1,3-4-5-6-39-40-10-202-11-203
5610,503242,1,10-202-11-203-39-40-3-4
5610,503278,1,39-40-3-4-10-204-205-11
5694,514222,1,3-4-5-6-10-202-11-203-39-40
5727,520114,1,3-4-10-202-203-11-39-40
5727,520151,1,39-40-3-4-10-202-203-11
5727,520424,1,39-40-10-202-11-203-3-4
5727,520508,1,3-4-5-6-10-202-203-11-39-40
5727,520530,1,10-204-3-11-205-4-39-40
5727,520805,1,10-202-203-11-39-40
5727,520819,1,3-4-10-204-205-11-39-40
5727,520859,1,39-40-11
5727,520863,1,3-4-10-204-205-11-39-40
5741,2657,1,39-40-10-200-201-11
5862,501781,1,39-40-3-4-10-202-203-11
5918,501801,1,10-202-11-203-39-40-3-4
5975,2384,1,203-11-12-13-430-431-39-40-10-202
5975,2396,1,3-4-5-6-10-202-203-11-12-430-13-431-39-40
6033,200283,1,11-205-39-40-3-4-10-204
6129,536700,1,10-202-203-11-39-40-3-4
6129,537069,1,3-4-5-6-10-202-39-40-203-11
6129,538620,1,10-202-203-11-12-430-13-431-39-40-3-4
6129,538621,1,10-202-203-11-12-13-430-431-39-40-3-4
6129,538625,1,10-202-203-11-12-430-13-431-39-40-3-4
6129,538629,1,10-202-203-12-430-13-431-39-40-3-4-11
6129,538630,1,10-202-203-12-430-13-431-39-40-3-4-11
6129,538643,1,39-40-10-202-203-11
6129,538719,1,39-40-3-4-10-202-11-203
6129,538734,1,10-202-203-11-39-40-3-4
6239,212246,1,10-202-203-11-12-430-3-4-431-13-5-39-40-6
6259,506645,1,12-310-13-311-39-40-10-200-201-11
6259,506645,2,12-310-13-311-39-40-10-200-201-11
6259,506679,1,12-13-310-311-39-40-10-200-201-11
6259,506679,2,12-310-13-311-39-40-10-200-201-11
6259,506713,1,12-310-13-311-39-40-10-200-201-11
6259,506713,2,12-310-13-311-39-40-10-200-201-11
6259,506901,1,12-430-13-431-39-40-3-4-5-6-10-202-203-11
6259,506902,1,3-4-5-10-202-11-203-39-40
6259,506903,1,10-200-201-11-12-490-13-491-39-40
6259,506903,2,10-200-201-11-12-490-491-13-39-40
6259,506903,3,10-200-201-11-12-490-13-491-39-40
6259,506903,4,10-200-201-11-12-490-13-491-39-40
6259,506950,1,11-203-12-430-13-431-10-202-39-40-3-4-5-6
6259,506962,1,12-310-311-13-10-200-201-11-39-40
6259,506963,1,10-200-201-11-39-40-12-430-13-431
6259,506965,1,12-13-430-431-39-40-3-4-5-6-10-202-11-203
6259,506968,1,12-430-13-431-10-200-201-11-39-40
6259,506973,1,39-40-3-4-5-6-10-202-11-203-12-430-13-431
6259,506974,1,3-4-5-6-10-202-203-11-12-430-13-431-39-40
6259,506990,1,12-310-311-13-10-200-201-11-39-40
6259,506991,1,12-430-13-431-39-40-3-4-5-6-10-202-11-203
6259,506992,1,10-200-201-11-39-40-12-430-13-431
6259,506994,1,12-430-13-431-39-40-3-4-5-6-10-202-11-203
6259,506997,1,12-430-13-431-10-200-201-11-39-40
6259,507002,1,39-40-3-4-5-6-10-202-11-203-12-430-13-431
6259,507003,1,3-4-5-6-10-202-203-11-12-430-13-431-39-40
6259,507045,1,11-203-12-430-13-431-10-202-39-40-3-4-5-6
6259,507085,1,11-203-12-430-13-431-10-202-39-40-3-4-5-6
6259,507126,1,3-13-311-4-39-40-10-204-205-11-12-310
6259,507473,1,39-40-201-11-12-430-13-431-10-200
6259,507485,1,39-40-201-11-12-430-13-431-10-200
7038,502162,1,203-11-39-40-3-4-10-202
7038,502163,1,3-4-10-202-203-11-39-40
7065,500190,1,10-200-201-11-39-40
7065,500191,1,10-200-201-39-40-11
7099,2985,1,11-39-40-3-4
7099,2986,1,11-203-10-202-39-40-3-4
7164,206069,1,10-200-201-11-39-40
7228,504745,1,39-40-3-4-11
7228,504748,1,39-40-10-200-11-201
7228,504749,1,39-40-3-4-11
10054,502162,1,39-40-3-4-11
10054,502163,1,39-40-3-4-10-202-11-203
10080,500456,1,3-4-5-6-10-202-11-203-39-40
10080,500463,1,11-39-40-10-202-203-3-4
10080,500477,1,10-202-11-203-39-40-3-4
10164,547464,1,12-424-13-425-39-40-10-200-201-11
10164,548363,1,10-204-11-205-39-40-3-4
10164,548371,1,10-204-205-11-39-40-3-4
10164,549457,1,3-4-10-202-11-203-12-480-13-481-39-40
10164,550542,1,10-200-201-39-40-11-12-13-310-311
10164,550565,1,39-40-12-430-13-431-3-4-5-6-10-202-203-11
10164,550862,1,12-430-13-431-39-40-3-4-5-6-10-202-11-203
10164,550864,1,39-40-3-4-5-6-10-202-11-203-12-430-13-431
10164,550864,2,39-40-3-4-5-6-10-202-11-203-12-430-13-431
10164,550946,1,10-202-11-203-39-40-3-4-5-6
10164,550947,1,39-40-3-5-6-12-430-13-431-10-202-11-203-4
10164,550969,1,4-5-6-10-202-203-11-12-430-3-431-13-39-40
10164,550974,1,4-5-10-202-11-203-12-430-13-431-39-40-3
10164,551013,1,4-5-6-10-202-203-11-12-430-13-431-39-40-3
10164,551553,1,39-40-10-200-11-201
10164,551632,1,12-430-13-431-39-40-3-4-5-6-10-202-203-11
10164,551663,1,3-4-10-202-203-11-39-40
10164,551664,1,3-10-202-203-11-39-40
10164,551665,1,3-4-10-202-203-11-39-40
10164,551935,1,10-200-201-11-39-40
10164,551936,1,39-40-3-10-202-203-11
10164,552144,1,3-4-10-202-203-11-39-40
10164,552145,1,3-10-202-203-11-39-40
10164,552146,1,3-4-10-202-203-11-39-40
10164,552147,1,3-4-10-202-203-11-39-40
10164,552385,1,3-4-5-6-10-202-11-203-12-13-430-431-39-40
10164,552386,1,3-4-5-6-10-202-203-11-12-430-13-431-39-40
10176,1210,1,10-200-201-11-39-40-12-430-13-431
10176,1210,2,10-200-201-11-39-40-12-13-430-431
10176,1210,3,10-200-39-40-11-201-12-430-13-431
10176,1210,4,10-200-39-40-11-201-12-430-13-431
10176,1210,5,10-200-39-40-201-11-12-430-13-431
10180,202821,1,10-202-11-203-39-40-12-430-13-431
10180,202822,1,12-430-13-431-39-40-3-4-5-6-10-202-203-11
10185,209413,1,39-40-3-4-10-202-203-11
10185,209416,1,5-6-10-202-11-203-39-40-3-4
10185,209417,1,5-6-11-39-40-3-4
10193,219287,1,11-39-40-3-4-10-202-203
10214,206107,1,3-4-5-6-39-40-10-202-203-11
10214,206107,2,39-40-3-4-5-6-10-202-11-203
10214,206130,1,10-202-203-11-39-40
10214,206176,1,10-200-201-11-39-40
10214,206263,1,3-4-10-202-203-11-39-40
11044,574498,1,202-11-203-39-40-10-3-4
11202,505829,1,3-4-10-202-203-11-39-40
11223,204552,1,10-200-201-11-39-40
11287,214021,1,10-200-201-11-39-40
11350,205250,1,3-4-5-6-10-202-203-11-39-40
11368,506350,1,12-430-13-431-39-40-3-4-10-202-203-11
11368,506356,1,11-12-310-13-311-39-40-10-200-201
11391,202756,1,3-4-5-10-202-203-11-39-40
11400,513410,1,39-40-10-200-201-11
11400,513618,1,3-4-10-202-203-11-39-40
11453,203850,1,3-4-5-6-10-202-11-203-39-40
11624,516255,1,10-204-205-11-39-40-3-4
11624,516262,1,11-3-4-39-40-10-204-205
11624,516266,1,3-4-10-204-205-11-39-40
11624,516267,1,10-202-11-203-39-40-3-4
11624,516268,1,11-3-4-39-40-10-204-205
11624,516325,1,3-4-39-40-10-202-203-11
11624,516326,1,10-202-11-203-39-40-3-4
11624,516337,1,11-3-4-39-40-10-204-205
11624,516341,1,11-3-4-39-40-10-204-205
11624,516394,1,3-4-39-40-10-204-205-11
11624,516433,1,10-200-201-11-39-40
11624,516442,1,3-4-39-40-11
11624,516442,2,3-4-39-40-11
11624,516452,1,10-202-203-11-39-40
11624,516452,2,10-202-203-11-39-40
11624,516475,1,39-40-3-4-10-204-205-11
11624,516487,1,3-4-5-6-10-202-203-11-39-40
11624,516512,1,201-11-10-200-39-40
11624,516526,1,10-200-201-39-40-11
11624,516550,1,10-204-205-11-39-40-3-4
11624,516566,1,39-40-3-4-10-202-203-11
11624,516599,1,3-4-5-10-202-11-203-39-40
11624,516602,1,3-4-11-39-40
11624,516652,1,39-40-10-202-11-203
11624,516654,1,10-202-11-203-39-40-3-4
11624,516655,1,3-4-10-202-11-203-39-40
11624,516678,1,10-200-201-11-39-40
11624,516679,1,39-40-3-4-10-202-203-11
11624,516692,1,10-202-203-11-12-430-13-431-39-40-3-4-5
11624,516701,1,204-11-201-205-39-40-10-200
11624,516704,1,3-4-10-202-203-11-12-430-13-431-39-40
11624,516715,1,3-4-39-40-10-204-205-11
11640,500999,1,39-40-3-4-10-202-203-11
11686,531107,1,11-39-40-3-4-5-6-10-202-203
11686,531111,1,3-4-5-6-10-202-11-203-39-40
11686,531179,1,39-40-3-4-10-202-11-203
11686,531325,1,3-4-10-202-11-203-39-40
11686,531348,1,3-4-10-202-203-11-39-40
11736,14315,1,10-202-203-11-39-40
11736,14509,1,39-40-3-4-10-202-203-11
11820,556,1,39-40-3-4-5-6-10-202-11-203
11900,500171,1,10-202-203-11-39-40
11928,501468,1,39-40-3-4-5-6-10-202-11-203
11967,500187,1,3-4-10-202-203-11-39-40
11967,500188,1,39-40-3-4-10-202-203-11
11982,5069,1,12-430-13-431-3-4-39-40-10-202-203-11
11982,5090,1,3-4-5-6-10-202-203-11-12-430-13-431-39-40
12241,4928,1,201-11-12-13-430-431-39-40-10-200
12241,5027,1,3-4-5-6-10-202-203-11-39-40
12241,5029,1,10-204-205-11-39-40-3
12241,5038,1,10-204-205-11-3-4-39-40
12241,5039,1,10-204-205-11-3-4-39-40
12241,5040,1,10-204-205-11-3-4-39-40
12241,5041,1,10-204-205-11-39-40-3-4
12241,5206,1,10-202-11-203-39-40-12-430-13-431
12241,5232,1,39-40-10-202-11-203
12250,201581,1,3-4-10-204-205-11-39-40
12250,201581,2,3-4-10-204-11-39-40-205
12250,201581,3,3-4-10-204-205-11-39-40
12250,201582,1,3-4-10-204-205-11-39-40
12339,10085,1,39-40-3-4-5-6-203-11-12-430-13-431-10-202
12402,504725,1,3-4-10-202-203-11-39-40
12402,505074,1,3-4-5-6-10-202-11-39-40-203
12402,505108,1,39-40-10-202-203-11-12-430-13-431-3-4-5-6
12402,505126,1,39-40-3-4-5-6-10-202-203-11-12-430-13-431
12405,509846,1,3-4-5-6-39-40-10-202-11-203
12405,509847,1,3-4-5-6-39-40-10-202-203-11
12405,510046,1,10-202-203-39-40-3-4-5-6-11
12405,510695,1,39-40-12-430-13-431-3-4-10-202-11-203
12465,506350,1,39-40-10-202-203-11
12465,506351,1,39-40-10-202-203-11
12513,4447,1,10-202-203-11-39-40-3-4
12513,4448,1,10-202-203-11-39-40-3-4
12513,4451,1,39-40-3-4-10-202-203-11
12526,214487,1,11-39-40-10-202-203-3-4
12526,214557,1,3-4-10-202-11-203-39-40
12526,214601,1,3-4-10-202-11-203-39-40
12526,214602,1,10-202-203-11-39-40
12526,214617,1,10-202-11-203-12-430-13-431-39-40-3-4
12526,214683,1,3-4-10-202-11-203-39-40
12617,13534,1,12-430-13-431-39-40-3-4-5-6-10-202-11-203
12617,14124,1,203-11-10-202-39-40-12-430-13-431-3-4-5-6
12617,14476,1,10-202-203-11-39-40-3-4
12635,3057,1,12-430-13-431-39-40-10-202-11-203
12663,509705,1,3-4-10-204-11-205-39-40
12663,509754,1,39-40-3-4-5-6-10-202-203-11
12754,540,1,39-40-3-4-5-10-202-203-11-12-430-13-431
12777,3216,1,39-40-3-4-10-202-11-203
12777,3228,1,3-4-10-202-203-11-39-40
12777,3246,1,10-200-201-11-39-40
12777,3265,1,39-40-3-4-10-202-203-11
12777,3270,1,39-40-3-4-10-202-203-11
12777,3271,1,10-202-203-11-39-40-3-4
12777,3290,1,10-202-11-203-39-40-3-4
12778,1037,1,10-204-11-205-39-40-3-4
12802,500936,1,3-4-5-6-10-202-11-203-39-40
12802,500937,1,10-200-201-11-39-40
12836,584,1,11-203-39-40-10-202
12881,502271,1,10-202-203-11-12-13-430-431-39-40-3-4-5-6
12881,502289,1,11-203-12-430-13-431-39-40-3-4-10-202
12881,502292,1,11-12-430-431-13-39-40-203-3-4-10-202
13118,530971,1,10-202-203-39-40-11
13197,502693,1,10-200-11-201-39-40
13201,501654,1,10-200-201-11-12-430-13-431-39-40
13201,501655,1,10-200-201-11-12-430-13-431-39-40
13201,501656,1,10-200-201-11-12-430-13-431-39-40
13370,206364,1,3-4-5-6-10-202-203-11-39-40
13370,206366,1,3-4-5-6-10-202-203-11-39-40
14062,503430,1,39-40-10-200-11-201
14062,503463,1,39-40-10-200-201-11
14062,503486,1,39-40-10-200-201-11
14062,503516,1,39-40-10-202-11-203
14090,6588,1,3-4-10-202-11-203-39-40
14090,6589,1,3-4-5-6-10-202-203-11-39-40
14139,500970,1,3-4-10-202-203-11-39-40
15060,513297,1,39-40-3-4-5-6-10-202-203-11
15060,513303,1,39-40-3-4-5-6-10-202-203-11
15060,513304,1,39-40-3-4-5-6-10-202-203-11
15060,513453,1,10-202-11-203-39-40-3-4
15060,513456,1,10-202-203-11-39-40-3-4
15060,513486,1,5-6-10-202-203-11-12-430-13-431-39-40-3-4
15060,513576,1,12-430-13-431-40-3-4-10-202-11-203
15060,513592,1,10-202-203-11-12-488-13-489-39-40-3-4-5-6
15085,811,1,12-366-13-367-39-40-3-4-5-6-10-202-11-203
15200,10402,1,3-4-10-202-203-11-39-40
15200,10402,2,3-4-10-202-203-11-39-40
15200,10437,1,3-4-10-202-203-11-39-40
15200,10437,2,3-4-10-202-11-203-39-40
15200,10473,1,3-4-10-202-203-11-39-40
15200,10473,2,3-4-10-202-203-11-39-40
15200,10750,1,10-202-203-39-40-11
15381,507015,1,3-4-5-6-10-202-203-40-11-12-430-13-431-39
15381,507015,2,3-4-5-6-10-202-40-203-11-12-430-13-431-39
15381,507016,1,3-4-5-6-10-202-11-203-12-430-13-431-39-40
15381,507084,1,5-6-10-202-203-11-39-40-12-430-13-431-3-4
15381,507085,1,10-202-203-11-39-40-12-430-13-431-3-4-5-6
15381,507093,1,10-202-3-4-203-11-39-40
15504,513727,1,3-4-10-202-203-11-39-40
15515,501198,1,203-11-39-40-3-4-10-202
15597,206028,1,39-40-10-202-12-310-13-311-11-203
15731,501527,1,12-430-13-431-39-40-3-4-5-10-202-203-11
15731,501546,1,10-200-201-11-39-40
15812,207876,1,3-4-5-6-10-202-11-203-12-13-430-431-39-40
15858,506126,1,10-202-11-203-39-40
15858,506126,2,10-202-11-203-39-40
15858,506127,1,10-202-203-11-39-40
15858,506128,1,10-202-11-203-39-40
15861,204725,1,13-431-39-40-3-4-5-6-10-202-203-11-12-430
15941,209031,1,3-4-5-6-10-202-11-203-39-40
15945,508184,1,39-40-12-430-13-431-3-4-5-6-10-202-203-11
15945,508185,1,39-40-12-430-13-431-3-4-5-6-10-202-203-11
15945,508186,1,12-430-13-431-39-40-3-4-10-202-203-11
15945,508187,1,39-40-10-200-201-11
15945,508192,1,3-4-5-6-10-202-11-203-39-40
15945,508232,1,39-40-3-4-10-202-203-11
15945,508233,1,39-40-10-202-11-203
15945,508260,1,39-40-3-4-10-202-203-11
15945,508261,1,3-4-5-6-10-202-11-203-39-40
15960,502444,1,39-40-10-200-11-201
15991,203902,1,39-40-3-4-5-10-202-11-203
15991,203921,1,3-4-5-6-10-202-203-11-39-40
16043,203160,1,3-4-10-202-11-203-39-40
16043,203161,1,3-4-10-202-11-203-39-40
16043,203218,1,3-4-10-202-203-11-39-40
16047,205449,1,39-40-11-10-202-203
16128,869,1,39-40-3-4-5-6-10-202-203-11-12-13-430-431
16128,869,2,39-40-3-4-5-6-10-202-203-11-12-430-13-431
16155,502384,1,3-4-10-204-205-11-39-40
16155,502385,1,39-40-3-4-10-204-205-11
16157,16154,1,10-202-203-11-12-430-13-431-39-40
16157,16154,2,10-202-203-11-12-430-13-431-39-40
16157,16154,3,10-202-203-11-12-430-13-431-39-40
16157,16155,1,39-40-3-4-10-202-203-11
16157,16155,2,39-40-3-4-10-202-203-11
16157,16155,3,39-40-3-4-10-202-203-11
16157,16168,1,39-40-3-4-10-204-205-11
16157,16190,1,12-310-13-311-39-40-10-200-201-11
16157,16493,1,10-204-205-11-39-40-3-4
20029,500275,1,39-40-10-202-11-203-3-4
20033,500572,1,39-40-3-4-5-6-10-202-11-203
20099,203542,1,11-201-10-200-39-40
20099,203586,1,3-4-10-202-11-203-39-40
20119,5473,1,3-4-10-202-203-11-39-40
20119,5474,1,10-202-11-203-39-40-4-3
20119,5642,1,39-40-3-4-10-202-203-11
20127,27533,1,3-4-12-310-13-311-39-40-10-202-203-11
20127,27544,1,11-39-40-3-4-5-6-12-310-13-311-10-202-203
20127,27544,2,11-39-40-203-3-4-5-6-12-310-13-311-10-202
20138,6906,1,10-200-201-11-39-40
20138,6908,1,39-40-3-4-10-202-11-203
20171,6304,1,10-200-201-11-39-40
20171,6304,2,10-200-201-11-39-40
20171,6304,3,10-200-201-11-39-40
20171,6304,4,10-200-201-11-39-40
20171,6304,5,10-200-201-11-39-40
20171,6435,1,10-202-11-203-3-4-39-40
21179,501192,1,12-506-13-507-10-202-39-40-203-11-3-4-5-6
21248,504959,1,10-202-203-11-12-430-13-431-39-40-3-4-5-6
21272,17389,1,39-40-12-430-13-431-3-4-5-6-10-202-11-203
21272,17390,1,12-430-13-431-39-40-3-4-5-6-10-202-11-203
21272,17448,1,11-203-39-40-10-202-3-4
21272,17460,1,39-40-3-4-5-6-10-202-11-203
21272,17503,1,11-203-39-40-10-202-3-4-5-6
21272,17701,1,10-202-11-203-12-430-13-431-39-40-3-4
21350,205336,1,12-506-507-13-39-40-3-4-5-10-202-203-11
21350,205370,1,3-4-10-202-11-203-39-40
21350,205371,1,3-4-10-202-11-39-203-40
21350,205372,1,3-4-10-202-11-203-39-40
21378,10029,1,3-4-10-202-203-11-39-40
21378,10032,1,3-4-10-202-203-11-39-40
21378,10035,1,3-4-10-202-203-11-39-40
21378,10105,1,3-4-5-6-10-202-12-430-13-431-39-40-11-203
21427,4165,1,39-40-3-4-10-202-203-11
21427,4165,2,39-40-3-4-10-202-203-11
21427,4165,3,39-40-3-4-10-202-203-11
21427,4166,1,3-4-39-10-202-40-203-11
21427,4166,2,3-39-4-40-10-202-203-11
21427,4166,3,39-40-3-4-10-202-11-203
21427,4166,4,39-40-3-4-10-202-11-203
21427,4167,1,39-40-3-4-10-202-11-203
21427,4178,1,39-40-3-4-10-202-203-11
21427,4178,2,39-40-3-4-10-202-203-11
21427,4178,3,39-40-3-4-10-202-203-11
21427,4179,1,203-11-39-40-3-4-10-202
21427,4180,1,39-40-3-4-10-202-203-11
21427,4181,1,39-40-3-4-10-202-203-11
21427,4182,1,39-40-3-10-202-203-11
21427,4183,1,39-40-3-10-202-203-11
21427,4184,1,3-4-10-202-203-11-39-40
21427,4185,1,39-40-3-4-10-202-203-11
21427,4225,1,39-40-10-202-11-203
21427,4225,2,39-40-3-4-10-202-11-203
21427,4226,1,39-40-10-202-203-11
21427,4226,2,39-40-10-202-11-203
21427,4227,1,11-203-39-40-10-202
21427,4227,2,11-39-40
21427,4228,1,11-203-39-40-10-202
21427,4228,2,11-203-39-40-10-202
21427,4232,1,39-40-3-4-10-202-11-203
21427,4232,2,39-40-3-4-10-202-203-11
21427,4249,1,3-4-5-6-10-202-203-11-39-40-12-310-13-311
21427,4259,1,39-40-11-203-3-4-10-202
21427,4259,2,39-40-11-203-3-4-10-202
21427,4261,1,10-202-203-11-39-40-3-4
21427,4283,1,3-4-10-202-11-203-39-40
21427,4284,1,3-4-10-202-11-203-39-40
21427,4285,1,3-10-202-203-11-39-40
21427,4286,1,39-40-3-4-10-202-11-203
21427,4287,1,39-40-3-4-10-202-11-203
21499,507559,1,39-40-3-4-5-6-10-202-203-11
21499,507625,1,39-40-3-4-5-6-10-202-203-11
21537,213561,1,3-4-39-40-10-204-205-11
21537,213561,2,3-4-39-40-10-204-11-205
21566,500301,1,10-200-201-11-39-40
21660,513834,1,39-40-3-4-5-6-10-202-203-11
21660,514072,1,3-4-10-202-11-203-12-430-13-431-39-40
21660,514075,1,39-40-10-200-201-11
21660,514078,1,10-204-11-205-39-40-3-4
21660,514182,1,3-4-10-202-203-11-39-40
21660,514229,1,3-4-10-202-203-11-39-40
21660,514250,1,39-40-10-200-201-11
21660,514261,1,10-202-203-11-39-40-3-4
21705,15530,1,39-40-3-4-10-202-203-11
21741,200918,1,203-11-39-40-10-202-3-4-5-6
21742,510673,1,39-40-10-204-205-11-3-4
