client_cd,order_cd,pro_seq,pro_status_cd
749424,2,1,3-4-39-40-10-202-11-203
749424,3,1,3-4-39-10-202-40-11-203
749447,607244,1,39-40-3-4-10-204-11-205-12-490-13-491
749447,607485,1,3-4-10-204-205-39-40-11-12-310-13-311
749487,603383,1,11-39-40-10-200-201
749816,200413,1,11-39-40-10-200-201
749816,200422,1,39-40-10-200-201-11
749825,651529,1,3-4-5-6-10-202-11-203-39-40
749825,651531,1,10-202-203-11-39-40
749825,651537,1,3-4-5-6-10-202-203-11-39-40
749825,652712,1,39-40-3-4-10-202-203-11
749825,653327,1,11-203-39-40-3-4-5-6-10-202
749825,653433,1,3-4-10-202-203-11-39-40
749825,653439,1,10-202-39-40-11-203-3-4
749825,653440,1,3-4-10-202-203-11-39-40
749935,635166,1,12-480-13-481-39-40-3-4-10-202-11-203
749935,636248,1,3-4-10-202-203-11-39-40
749935,636264,1,3-4-10-202-203-11-39-40
749944,500363,1,3-4-10-202-203-11-12-478-479-13-39-40
749944,500364,1,10-202-11-203-33-39-40-32-12-344-13-345-3-4
749944,500365,1,10-202-11-203-33-39-40-32-12-344-345-482-13-483-3-4
749944,500370,1,5-6-3-4-10-202-11-203-39-40
749944,500371,1,33-39-40-13-483-32-12-344-345-482-3-4-10-202-11-203
749971,602781,1,10-200-201-39-40-11
750002,600682,1,39-40-3-4-5-6-10-202-203-11-12-430-13-431
750039,602763,1,3-4-5-10-202-11-203-39-40
750039,602771,1,203-11-3-4-5-6-39-40-10-202
750039,602772,1,39-40-3-4-5-6-10-202-11-203
750039,602775,1,11-3-4-5-6-39-40-203-10-202
750039,602828,1,39-40-3-4-10-202-11-203
750043,4058,1,5-6-10-202-11-203-3-4-39-40
750044,11065,1,3-4-10-202-203-11-39-40
750044,11066,1,3-4-10-202-11-203-39-40
750126,175,1,10-202-203-11-39-40-3-4
750170,501197,1,10-202-203-11-39-40-3-4
750296,4455,1,39-40-3-4-10-202-203-11-12-430-13-431
750296,4459,1,39-40-10-200-201-11
750296,4513,1,12-310-13-311-8-200-39-40-11-201
750296,4519,1,39-40-10-200-201-11
750335,505938,1,3-4-10-202-203-11-39-40
750441,200048,1,39-40-3-4-10-204-205-11
750446,503254,1,12-430-13-431-39-40-3-4-5-6-10-202-203-11
750947,600844,1,3-4-5-10-202-203-11-39-40
750947,600845,1,10-200-201-11-39-40
750947,600846,1,10-200-201-11-39-40
750995,201390,1,11-39-40-10-202-203-3-4
751084,600048,1,3-4-5-6-10-202-203-11-39-40
751143,512922,1,39-40-3-11
751143,512923,1,10-200-39-40-201-11
751143,512924,1,10-200-201-11-39-40
751143,513000,1,3-4-10-204-205-11-39-40
751143,513004,1,3-4-10-204-11-205-39-40
751143,513005,1,39-40-10-200-201-11
751143,513006,1,3-4-5-6-10-202-203-11-39-40
751143,513018,1,10-202-203-11-39-40
751143,513023,1,201-11-39-40-10-200
751143,513033,1,10-200-201-11-39-40
751143,513037,1,39-40-201-11-10-200
751143,513039,1,39-40-10-200-201-11
751143,513061,1,10-202-203-39-40-3-4-5-6-11
751143,513077,1,10-202-203-11-39-40
751143,513090,1,39-40-10-200-201-11
751143,513095,1,10-200-201-11-39-40
751143,513097,1,3-4-5-6-10-202-203-11-39-40
751143,513105,1,39-40-10-200-201-11
751143,513165,1,3-4-10-202-203-11-39-40
751143,513186,1,3-4-10-202-11-203-39-40
751143,513385,1,10-202-11-203-39-40
751143,513408,1,10-202-203-11-39-40-3-4-5-6
751146,600398,1,39-40-11
751146,600399,1,39-40-10-202-11-203
751248,735261,1,4-10-202-11-203-3-39-40
751248,735263,1,39-40-3-4-10-202-203-11
751427,600067,1,39-40-3-4-10-202-203-11
751427,600067,2,39-40-3-4-10-202-203-11
751427,600067,3,39-40-3-10-202-203-11
751427,600067,4,39-40-3-10-202-203-11
751524,601727,1,3-4-10-202-11-203-39-40
751524,601728,1,3-4-10-202-11-203-39-40
751524,601729,1,3-4-10-202-11-203-39-40
751524,601734,1,3-4-10-202-11-203-39-40
751524,601767,1,10-202-11-203-39-40-3-4
751529,200240,1,39-40-3-4-10-202-11-203
751529,200243,1,11-203-39-40-3-4-10-202
751529,200245,1,39-40-3-4-10-202-203-11
751532,600184,1,203-11-12-430-431-444-13-445-10-202-39-40-3-4-5-6
752052,823,1,10-202-11-203-12-430-13-431-39-40-3-4-5-6
752052,841,1,3-10-202-11-203-12-430-13-431-39-40
752052,864,1,39-40-3-4-10-202-11-203-12-430-13-431
752099,600186,1,3-4-10-202-203-11-39-40
752218,600486,1,10-200-201-11-39-40
752218,600487,1,10-202-11-203-3-4-5-6-39-40
752234,500214,1,10-202-11-203-39-40-3-4
752234,500218,1,10-202-203-11-39-40
752234,500219,1,11-203-39-40-10-202
752283,6701,1,39-40-3-4-10-202-203-11
752362,200997,1,10-200-201-11-12-430-13-431-39-40
752421,501304,1,39-40-3-4-10-202-203-11
752662,601587,1,3-4-10-202-203-11-39-40
752679,1177,1,39-40-3-4-5-10-202-11-203-12-430-13-431
752679,1197,1,33-39-40-10-200-32-201-11
752834,502604,1,11-39-40-3-4-5-6-10-202-203
753246,603066,1,39-40-10-200-201-11
753246,603067,1,39-40-10-200-201-11
753298,946,1,3-4-10-202-203-11-39-40
753302,501289,1,11-39-40-3-4-5-6-10-202-203
753421,198,1,3-4-10-202-203-11-39-40
753454,606079,1,3-4-5-6-10-202-203-11-39-40
753454,606102,1,12-430-13-431-39-40-3-4-5-6-10-202-11-203
753454,606123,1,10-200-201-11-39-40
753454,606196,1,39-40-10-202-11-203-3-4
753759,504416,1,10-200-39-40-201-11
753759,504445,1,39-40-3-4-5-10-202-203-11
753759,504586,1,10-200-11-201-39-40
753818,600893,1,3-4-5-10-202-11-203-12-506-13-507-39-40
753818,600895,1,39-40-3-4-10-204-205-11
753818,600897,1,3-4-5-6-10-202-11-203-12-444-430-445-13-431-39-40
754151,603749,1,3-4-5-6-10-202-203-11-39-40
754438,600329,1,10-200-201-11-33-39-40-32
754475,601451,1,10-202-203-11-39-40-3-4
754596,500075,1,39-40-3-4-5-6-10-202-203-11
754596,500076,1,39-40-203-11-3-4-5-6-10-202
754596,500077,1,39-40-3-4-5-6-10-202-11-203
754656,3723,1,39-40-10-200-201-11
754656,3730,1,39-40-3-4-5-6-10-202-11-203
754656,3759,1,10-202-203-11-39-40
755514,503947,1,10-200-201-39-40-11
755514,503948,1,10-200-201-11-39-40
755514,503999,1,39-40-10-200-201-11
755514,504038,1,3-4-39-40-10-202-203-11
755514,504056,1,10-200-201-11-39-40
755514,504061,1,10-200-201-11-39-40
755514,504073,1,10-200-39-40-11-201
755514,504074,1,201-11-39-40-10-200
755514,504085,1,10-204-205-11-39-40-3-4
755514,504086,1,10-200-39-40-11-201
755514,504087,1,10-200-39-40-11-201
755514,504096,1,201-11-39-40-10-200
755598,602585,1,3-12-490-13-491-39-40-10-202-203-11
755598,602612,1,3-4-5-6-10-202-203-11-39-40
755598,602613,1,3-4-5-6-10-202-11-203-39-40
755598,602769,1,39-40-10-200-201-11
755598,602773,1,11-201-39-40-8-200
755598,602773,2,11-201-39-40-8-200
755598,602786,1,10-200-201-11-39-40
755598,602786,2,10-200-201-11-39-40
755602,631509,1,4-10-202-203-11-39-40-3
755602,631618,1,3-4-10-204-205-11-39-40
755602,631621,1,39-40-3-4-10-202-203-11
755602,631758,1,39-40-3-4-10-204-205-11
755602,631760,1,39-40-10-200-201-11
755602,631849,1,12-310-13-311-10-200-39-40-201-11
755602,631907,1,39-40-10-200-201-11
755602,631960,1,39-40-3-4-10-202-11-203
755602,631961,1,3-4-5-6-10-202-203-11-39-40
755602,632162,1,11-12-430-13-431-39-40-10-200-201
755602,632163,1,11-12-430-13-431-39-40-10-200-201
756239,3179,1,3-4-10-202-203-11-39-40
756809,861832,1,33-39-40-10-200-201-11-32
756809,863686,1,39-40-3-4-10-204-205-11
756809,864081,1,10-204-205-11-39-40-3-4
756809,864152,1,39-40-12-430-13-431-3-4-10-204-11-205
756809,871156,1,11-39-40-3-4-5-6-10-202-203
756809,871908,1,3-10-202-203-12-11-424-13-425-39-40
757495,500705,1,39-40-11-203-3-4-10-202
757526,906,1,12-430-13-431-3-39-40-4-5-6-10-202-203-11
757885,500273,1,3-4-10-202-203-11-39-40
757913,600439,1,10-204-205-11-39-40-3-4
757913,600439,2,10-204-205-11-39-40-3-4
757913,600439,3,10-204-205-11-39-40-3
757913,600439,4,10-204-205-11-39-40-3
757913,600439,5,3-10-204-205-11-39-40
757913,600440,1,11-39-40-10-204-205-3-4
757913,600440,2,11-39-40-10-204-205-3-4
757913,600440,3,11-39-40-205-3-10-204
757913,600440,4,205-11-39-40-10-204-3-4
757913,600440,5,11-205-39-40-10-204-3
757913,600441,1,39-40-3-4-10-204-11-205
757913,600441,2,39-40-3-4-10-204-205-11
757913,600441,3,39-40-3-4-10-204-205-11
757913,600442,1,39-40-3-4-10-204-205-11
757913,600442,2,39-40-3-10-204-205-11
757913,600442,3,39-40-3-10-204-205-11
758128,500459,1,3-4-10-202-203-11-39-40
758532,614632,1,10-202-11-203-39-40
758532,614633,1,11-12-480-13-481-39-40-10-200-201
758532,614633,2,11-12-480-13-481-39-40-10-200-201
758787,612559,1,10-200-201-11-39-40
758787,612560,1,10-200-201-11-39-40
758887,743,1,39-40-3-4-10-202-203-11-12-430-13-431
759042,621074,1,10-200-201-39-40-11
759042,621123,1,12-488-13-489-10-200-39-40-202-11-201-203
759042,621123,2,12-488-13-489-10-200-39-40-11-201
759042,621123,3,12-488-13-489-10-200-39-40-11-201
759042,621133,1,10-200-201-11-39-40
759042,621134,1,39-40-3-4-5-6-10-202-11-203-12-430-13-431
759042,621134,2,39-40-3-4-5-6-10-202-11-203-12-430-13-431
759042,621140,1,10-202-11-203-39-40-3-4
759042,621141,1,10-202-11-203-39-40-3-4
759042,621142,1,10-200-201-11-39-40
759042,621143,1,10-200-201-39-40-11
759042,621144,1,12-488-13-489-10-200-201-11-39-40
759042,621145,1,12-488-13-489-10-200-201-11-39-40
759042,621161,1,39-40-3-4-10-202-203-11
759042,621168,1,10-200-201-11-12-424-13-425-39-40
759042,621168,2,10-200-201-11-12-424-13-425-39-40
759042,621168,3,10-200-201-11-12-424-13-425-39-40
759042,621170,1,3-4-5-10-202-203-11-12-430-13-431-39-40
759042,621171,1,3-4-5-6-10-202-203-11-13-431-39-40-12-430
759042,621221,1,3-4-10-202-11-203-12-430-13-431-39-40
759042,621221,2,3-4-10-202-203-11-12-430-13-431-39-40
759042,621457,1,10-202-203-11-12-430-13-431-39-40-3-4
759057,600802,1,3-4-10-202-11-39-203-40
759057,600817,1,39-40-3-4-10-202-11-203
759072,504116,1,10-200-201-11-39-40
759072,504117,1,3-4-10-202-11-203-39-40
759072,504282,1,39-40-3-4-5-10-202-11-203
760079,603229,1,39-40-3-4-10-202-11-203-12-430-13-431
760079,603251,1,11-12-430-431-13-39-40-3-4-10-202-203
760079,603251,2,203-11-12-430-13-431-39-40-3-4-10-202
760079,603344,1,39-40-3-4-5-6-10-202-203-11-12-430-13-431
760079,603348,1,10-200-201-11-12-430-13-431-39-40
760079,603348,2,10-200-201-11-12-13-430-431-39-40
760079,603352,1,10-200-11-201-12-430-13-431-39-40
760079,603370,1,10-200-11-201-12-430-13-431-39-40
760339,505284,1,3-4-10-202-11-203-39-40
760561,601636,1,10-202-203-11-39-40-3-4
761005,601368,1,39-40-3-4-5-6-10-202-203-11-12-430-13-431
761645,601024,1,39-40-3-4-5-6-10-202-11-203-12-310-311-13
761645,601030,1,39-40-3-4-5-6-10-202-11-203
761989,79051,1,39-40-3-4-10-202-203-11
761989,79769,1,39-40-3-4-10-202-11-203
761989,79860,1,3-4-10-202-203-11-39-40
761989,80173,1,10-204-11-205-39-40-3-4
761989,80190,1,10-204-205-11-39-40-3-4
761989,80212,1,10-204-205-11-39-40-3
761989,81207,1,39-40-3-4-5-6-10-202-203-11
761989,81301,1,39-40-10-200-201-11
761989,81487,1,39-40-3-4-10-202-203-11
761989,81491,1,10-202-11-203-39-40-3-4
761989,82203,1,10-202-11-203-39-40-3-4-5-6
761989,82562,1,39-40-10-204-205-11-3-4
761989,82563,1,39-40-10-204-11-205-3-4
761989,82863,1,39-40-3-4-5-6-10-202-203-11
761989,84437,1,3-4-10-202-203-11-39-40
761989,84541,1,3-4-5-6-203-11-12-430-13-431-39-40-10-202
761989,84572,1,3-4-10-202-203-11-39-40
761989,84573,1,39-40-3-4-10-202-11-203
761989,84967,1,12-430-13-431-39-40-10-202-203-11-3-4
761989,90766,1,39-40-3-4-5-10-202-203-11
761989,91136,1,3-4-5-6-10-202-12-490-13-491-39-40-11-203
761989,92090,1,3-4-10-202-203-11-39-40
761989,95389,1,39-40-3-4-10-202-203-11
761989,95391,1,39-40-3-10-202-203-11
761989,95392,1,39-40-3-10-202-203-11
761989,95945,1,13-431-39-40-12-430-3-4-10-202-11-203
762032,500318,1,39-40-3-4-10-202-203-11
762138,500737,1,39-40-3-4-5-6-10-202-11-203
762207,500694,1,39-40-3-4-10-202-11-203
762368,1281,1,39-40-3-4-10-202-203-11
762389,501029,1,39-40-12-430-13-431-3-4-5-10-202-203-11
762389,501030,1,39-40-10-202-3-4-203-11-12-490-13-491
764149,201488,1,10-39-200-40-201-11
764149,201488,2,10-39-200-40-201-11
764149,201510,1,10-202-11-203-12-430-13-431-39-40-3-4
764149,201512,1,3-4-10-202-203-11-12-430-13-431-39-40
764430,600067,1,11-39-40-3-4
764522,603026,1,11-203-39-40-3-4-5-10-202
764522,603058,1,39-40-5-6-10-202-11-203-3-4
764828,607347,1,39-40-10-202-203-11
764828,607457,1,39-40-10-202-11-203
764828,607488,1,39-40-3-4-10-202-203-11
764828,607721,1,39-40-3-4-10-202-203-11
764828,608197,1,39-40-3-4-5-10-202-11-203
765293,1900,1,10-200-11-201-39-40
765293,1979,1,39-40-10-200-201-11
765293,2003,1,11-39-40-201-10-200
765315,612470,1,39-40-3-4-5-10-202-203-11
765315,612867,1,10-202-203-11-39-40-3-4
766935,210648,1,10-202-11-203-12-430-13-431-39-40-3-4-5-6
767143,200589,1,11-203-39-40-3-4-10-202
767757,202236,1,3-4-5-6-10-202-203-11-39-40-12-430-13-431
767757,202244,1,12-430-13-431-3-4-5-6-10-202-203-39-40-11
767757,202261,1,39-40-3-4-5-6-10-202-203-11-12-430-13-431
767757,202279,1,39-40-3-4-5-6-10-202-203-11
767757,202290,1,10-200-201-11-39-40
767757,202300,1,39-40-12-430-13-431-3-4-5-6-10-202-203-11
767864,600155,1,39-40-3-4-10-202-203-11
768232,339,1,10-202-11-203-39-40-3-4
769182,609154,1,3-4-10-204-11-205-39-40
769776,601642,1,3-4-10-202-11-203-39-40
769776,601652,1,33-39-40-10-202-203-11-32
770014,600386,1,39-40-3-4-5-6-10-202-11-203
770288,201516,1,12-430-13-431-39-40-11-3-4-5-6
770323,1203,1,3-4-10-202-203-11-39-40
770323,1204,1,10-202-11-203-39-40-3-4
770323,1205,1,3-4-10-202-11-203-39-40
770323,1206,1,39-40-10-202-11-203-3-4
770323,1207,1,10-202-11-203-39-40-3-4
770323,1208,1,3-4-10-202-11-203-39-40
771037,515287,1,39-40-10-202-203-11
771037,515299,1,12-310-13-311-8-200-39-40-201-11
771037,515309,1,12-310-13-311-39-40-10-202-203-11
771037,515377,1,39-40-12-310-13-311-3-4-10-202-203-11
771037,515549,1,3-4-5-6-10-202-203-11-39-40
771245,600324,1,10-202-203-11-39-40-3-4
771447,600244,1,3-4-10-202-39-40-11-203
772666,858324,1,12-310-13-311-39-40-3-4-10-204-205-11
772666,862553,1,3-4-5-6-10-202-11-203-39-40
772666,866089,1,39-40-3-4-10-202-11-203
773008,1682,1,10-200-201-11-39-40
773274,18960,1,12-478-479-13-3-4-39-40-10-202-203-11
773274,19216,1,39-40-3-4-5-6-10-202-11-203-12-430-13-431
773274,19217,1,39-40-10-200-201-11-12-430-13-431
773508,708412,1,39-40-10-200-11-201
773508,710309,1,3-4-39-40-10-204-205-11
773508,710310,1,3-4-10-204-205-11-39-40
773508,710310,2,3-4-10-204-205-11-39-40
773508,712164,1,39-40-10-200-201-11-12-430-13-431
773508,713318,1,39-40-11-10-200-201
773508,713324,1,10-202-203-11-39-40
773508,713325,1,3-4-10-204-11-205-39-40
773508,714698,1,11-39-40-3-4-5-6-10-202-203
773911,612731,1,3-4-10-202-203-11-39-40
773913,601758,1,10-202-11-203-39-40
773914,608847,1,12-478-13-479-39-40-3-4-10-202-203-11
773915,620641,1,3-4-5-6-10-202-11-203-39-40
775278,601205,1,10-200-201-11-39-40
776460,217105,1,3-4-5-6-10-202-203-11-12-430-13-431-39-40
776460,217150,1,10-202-203-3-4-11-12-430-13-431-39-40
776460,217154,1,12-13-430-431-39-40-10-200-11-201
776460,217160,1,10-202-203-3-11-4-12-430-13-431-39-40
776460,217174,1,12-430-13-431-39-40-10-200-201-11
776460,217181,1,12-430-13-431-39-40-10-200-201-11
776460,217373,1,10-202-203-11-12-430-13-431-39-40-3-4-5-6
776460,217375,1,3-4-10-202-203-11-12-430-13-431-39-40
776460,218121,1,3-4-10-202-203-11-39-40
777335,609514,1,11-39-40-3-4
777335,609515,1,10-202-203-11-39-40-3-4
777335,609948,1,10-200-201-11-39-40
777336,18865,1,10-202-203-11-12-430-3-13-431-4-39-40-5-6
777336,18868,1,39-40-3-4-10-202-203-11
777336,19593,1,3-4-10-202-203-11-39-40
777336,19631,1,3-4-10-202-203-11-39-40
777336,19635,1,3-4-10-202-203-11-39-40
777336,19755,1,10-202-203-11-12-430-13-431-39-40
777336,19844,1,11-39-40-10-200-201
777336,19885,1,11-39-40-10-200-201
777336,20145,1,11-12-430-13-431-39-40-3-4-5-6-10-202-203
777336,20150,1,11-39-40-10-202-203-12-430-13-431
777357,19556,1,3-4-5-10-202-203-11-39-40
777357,19556,2,3-4-5-6-10-202-203-11-39-40
777357,19556,3,3-4-5-6-10-202-203-11-39-40
777357,19669,1,3-4-5-6-39-40-10-202-203-11-12-430-13-431
777898,633422,1,3-4-10-202-203-11-39-40
777898,633952,1,39-40-3-4-10-202-203-11
777898,633958,1,12-430-13-431-39-40-3-4-5-6-10-202-11-203
778063,600929,1,3-10-202-203-11-39-40
778674,512776,1,11-39-40-201-12-430-13-431-10-200
778674,513083,1,12-430-13-431-39-40-10-202-203-11
778923,201207,1,10-200-201-11-39-40
778923,201208,1,39-40-3-4-5-6-10-202-203-11-12-430-13-431
780821,30,1,39-40-3-4-10-202-11-203-12-430-13-431
781404,444,1,10-202-203-11-39-40
781404,447,1,39-40-11
781404,455,1,3-4-5-10-202-11-203-39-40
781797,33,1,3-4-5-6-12-430-444-445-13-431-39-40-10-202-203-11
781797,33,2,3-4-5-6-12-430-444-445-13-431-10-202-39-40-203-11
782299,296,1,12-310-13-311-3-4-39-40-10-204-205-11
783862,58,1,3-4-12-480-13-39-40-10-204-205-11-481
787394,57,1,39-40-3-12-430-13-431-5-6-10-202-203-11-4
789411,2423,1,10-200-39-40-201-11
789411,2464,1,3-4-10-202-203-11-39-40
789411,2469,1,3-4-10-202-203-11-39-40
789411,2475,1,11-39-40-3-4
789411,2557,1,3-4-10-202-203-11-39-40
789411,2566,1,3-4-5-6-10-202-11-203-39-40
789411,2567,1,3-4-10-204-205-11-39-40
789411,2576,1,3-4-10-202-203-11-39-40
789411,2593,1,3-4-10-202-203-11-39-40
789411,2593,2,3-4-10-202-203-11-39-40
789411,2691,1,39-40-3-4-10-202-203-11
789411,2711,1,10-200-39-40-201-11
789411,2731,1,10-200-201-39-40-11
789411,2756,1,3-4-10-202-203-11-39-40
790155,257,1,39-40-3-4-10-202-11-203
790425,23,1,3-4-10-202-203-39-40-11
790817,358,1,3-4-10-202-203-11-39-40
790821,11034,1,39-40-3-4-10-204-205-11
790821,11034,2,39-40-3-4-10-204-11-205
790821,11034,3,39-40-3-4-10-204-205-11
790821,11078,1,3-4-10-202-203-11-39-40
790821,11078,2,3-4-10-202-203-11-39-40
790821,11247,1,39-40-10-202-203-11
790821,11247,2,39-40-10-202-203-11
790821,11247,3,11-203-39-40-10-202
790846,106,1,10-200-201-11-39-40
790846,106,2,10-200-201-11-39-40
790846,106,3,10-200-201-11-39-40
790846,106,4,10-200-201-11-39-40
793075,2,1,39-40-10-202-11-203-3-4
793075,3,1,39-40-10-202-11-203-3-4
793259,235,1,3-4-5-6-10-202-203-11-39-40
794596,2526,1,10-200-11-201-39-40
794596,2527,1,3-4-11-39-40
796985,3733,1,39-40-203-11-3-4-10-202
798043,102,1,39-40-11-203-3-4-5-6-10-202
798940,247,1,10-204-205-11-39-40
799276,1248,1,10-200-201-11-39-40
799276,1248,2,10-200-201-11-39-40
799276,1248,3,11-39-40
799276,1248,4,10-200-201-11-39-40
799276,1248,5,10-200-201-11-39-40
799276,1248,6,10-200-201-11-39-40
799276,1248,7,10-200-201-11-39-40
799276,1248,8,10-200-201-11-39-40
799276,1248,9,10-200-201-11-39-40
799690,7201,1,10-200-201-11-39-40
799690,7202,1,10-200-201-11-39-40
799690,7203,1,11-10-200-39-40-201
799690,7206,1,39-10-200-11-201-40
799690,7358,1,10-200-201-11-39-40
799690,7444,1,39-40-3-4-10-202-203-11
799690,7672,1,39-40-10-200-201-11-12-430-13-431
799690,7680,1,10-200-39-40-11-201-12-430-13-431
799690,7681,1,39-40-10-200-201-11
799690,8162,1,39-40-10-200-201-11
799690,8172,1,39-40-3-4-5-6-10-202-11-203
799690,8173,1,39-40-3-4-11
800588,62,1,3-4-5-6-10-202-203-11-39-40
800627,138,1,11-39-40
800627,140,1,10-200-39-40-11-201
800627,154,1,39-40-10-200-201-11
800627,155,1,39-40-10-200-201-11
851995,1270,1,39-40-10-200-201-11-12-310-13-311
851995,1277,1,12-480-13-481-39-40-3-4-10-202-11-203
853265,321,1,39-40-3-4-10-202-203-11
854637,494,1,10-202-203-11-39-40-3-4
854637,495,1,11-203-39-40-3-4-10-202
854637,506,1,3-4-10-202-203-11-39-40
854637,517,1,39-40-10-200-201-11
854637,518,1,10-200-201-39-40-11
854637,519,1,203-11-39-40-10-202-3-4
855386,406,1,3-4-10-202-203-11-39-40
858737,128,1,5-6-10-202-203-39-40-3-4-11
000AIS,1395,1,3-4-5-6-10-202-203-11-39-40
000AIS,1415,1,39-40-3-4-5-6-10-202-11-203
000ALB,1122,1,3-4-10-202-203-11-39-40
000ATW,3366,1,12-430-13-431-39-40-3-4-5-6-10-202-203-11
000ATW,3369,1,12-430-13-431-39-40-3-4-5-6-10-202-203-11
000BDG,1857,1,3-4-5-6-10-202-203-39-40-11
000BDG,1873,1,203-11-39-40-10-202
000BEW,1779,1,10-204-205-11-39-40-3-4
000BRE,1906,1,10-202-11-203-39-40
000BRO,2996,1,39-40-3-4-10-202-203-11
000BUM,75,1,3-4-10-202-203-11-39-40
000BUM,77,1,3-4-5-6-10-202-203-11-39-40
000CMF,1259,1,12-430-431-444-13-445-39-40-10-202-203-3-4-5-11-6
000CMF,1260,1,203-11-10-202-12-430-13-431-3-4-39-40-5-6
000CMF,1331,1,11-10-202-203-12-430-3-13-431-4-5-6-39-40
000CNN,79,1,10-200-11-201-39-40
000CNN,79,2,10-200-11-201-39-40
000CNN,79,3,10-200-11-201-39-40
000CNN,79,4,10-200-11-201-39-40
000CNN,79,5,10-200-11-201-39-40
000CNN,79,6,39-40-11
000CNN,79,7,10-200-39-40-11-201
000CNN,79,8,10-200-39-40-11-201
000CNN,79,9,10-200-39-40-11-201
000CNN,79,10,10-200-39-40-11-201
000CNN,80,1,11-39-40-10-202-203
000CNN,80,2,11-39-40-10-202-203
000CNN,80,3,11-39-40-10-202-203
000CNN,80,4,11-39-40-10-202-203
000CNN,80,5,11-39-40-10-202-203
000CNN,80,6,11-39-40-203-10-202
000CNN,80,7,11-39-40-10-202-203
000CNN,80,8,11-39-40-10-202-203
000CNN,80,9,203-11-39-40-10-202
000CNN,80,10,10-202-11-203-39-40
000CRG,65,1,3-4-10-202-11-203-33-39-40-32
000DKP,19,1,3-10-202-11-203-39-40
000DKP,19,2,3-10-202-203-11-39-40
000DKP,19,3,3-4-10-202-11-203-39-40
000DKP,19,4,3-4-10-202-203-11-39-40
000DKP,19,5,3-4-10-202-203-11-39-40
000DMH,49,1,39-40-3-4-10-202-11-203
000DOG,1082,1,11-39-40-3-4-10-202-203
000DOG,1093,1,10-202-203-11-39-40
000DUN,209,1,10-202-11-203-12-430-13-431-39-40
000EBS,1017,1,3-4-5-6-10-202-11-203-12-430-13-431-39-40
000EBS,1023,1,10-202-11-203-12-490-13-491-3-4-39-40-5-6
000GUL,299,1,39-40-10-200-201-11-12-430-13-431
000HAR,495,1,5-6-39-40-10-202-203-11-12-490-3-4-13-491
000HBF,2326,1,10-200-201-11-12-430-13-431-39-40
000IFK,1634,1,3-4-10-202-203-11-39-40
000IFK,1634,2,3-4-10-202-11-203-39-40
000IME,548,1,10-202-203-39-40-11
000IME,560,1,3-4-5-6-10-202-11-203-39-40
000INN,2882,1,6-5-10-202-203-3-4-11-12-430-13-431-39-40
000INN,2883,1,5-10-202-3-4-203-11-12-430-13-431-39-40
000INN,2903,1,10-202-203-11-39-40-3-4
000INN,2915,1,10-202-203-11-12-430-13-431-39-40-3-4
000ITC,470,1,10-202-11-203-39-40
000ITC,471,1,10-202-11-203-39-40
000JAK,3223,1,10-202-11-203-39-40-3-4
000JAK,3224,1,10-202-11-203-39-40-3-4
000JAK,3407,1,12-430-431-13-39-40-10-200-201-11
000JAK,3456,1,39-40-201-11-12-430-13-431-10-200
000JAK,3457,1,3-4-10-202-203-11-39-40
000KIE,2182,1,10-202-203-11-12-430-13-431-39-40-3
000KOE,1756,1,3-4-10-202-203-11-39-40
000LIE,1022,1,39-40-3-4-10-202-11-203-12-478-13-479
000LIE,1065,1,13-479-39-40-3-4-10-202-203-11-12-478
000LUM,8722,1,39-40-3-4-10-204-205-11-12-310-13-311
000MQU,2049,1,10-204-205-11-39-40-3-4
000MQU,2049,2,10-204-205-11-39-40-3-4
000MQU,2049,3,10-204-205-11-39-40-3-4
000MQU,2049,4,10-204-205-11-39-40-3-4
000MQU,2049,5,10-204-205-11-39-40-3-4
000MQU,2049,6,10-204-205-11-39-40-3-4
000MQU,2049,7,10-204-11-205-39-40-3-4
000MQU,2049,8,10-204-205-11-39-40-3-4
000MQU,2049,9,10-204-205-11-39-40-3-4
000MUN,1252,1,10-202-11-203-33-39-40-32-3-4
000NIE,92,1,3-4-10-202-203-11-39-40
000NIE,93,1,203-11-39-40-10-202-3-4
000NIE,94,1,203-11-39-40-10-202-3-4
000NKG,179,1,33-39-40-32-3-4-10-204-205-11
000NSI,2070,1,10-202-203-11-39-40-3
000OHR,2964,1,10-202-203-11-39-40
000PET,34,1,3-4-10-202-203-11-39-40
000PPS,3619,1,39-40-3-10-202-203-11-12-430-431-13
000PPS,3650,1,39-40-10-200-201-11
000PPS,3651,1,39-40-10-200-201-11
000RAY,675,1,3-4-39-40-10-202-203-11
000SIT,9775,1,3-4-10-202-203-11-39-40
000SIT,9900,1,39-40-10-200-11-201
000SWA,2348,1,3-4-39-40-203-11-10-202
000SWA,2369,1,11-201-203-39-40-10-202-8-200
000SWA,2369,2,10-202-11-201-203-39-40-8-200
000SWA,2369,3,10-202-11-201-203-39-40-8-200
000SWA,2369,4,11-201-203-39-40-10-202-8-200
000SWA,2369,5,10-202-11-201-203-39-40-8-200
000SWA,2369,6,10-202-203-11-201-39-40-8-200
000SWA,2369,7,10-202-39-203-11-40-8-200-9-201
000SWA,2369,8,10-202-203-11-201-39-40-8-200
000SWA,2369,9,39-40-8-200-10-202-11-201-203
000SWA,2369,10,39-40-8-200-10-202-11-201-203
000SWA,2369,11,39-40-8-200-10-202-203-11-201
